NNID;DATUM;OBA;NAME;AGS;ARS;RS;HOEHE;HOEHE_GER;EWZ;EWZ_GER;GEWK;GEMTEIL;VIRTUELL;GEMEINDE;VERWGEM;RECHTS;HOCH
DEBKGGND00001IY1;30.10.2020;AX_Gemeinde;Bliedersdorf;3359007;33595405007;33595405007;;;1781;;;Nein;Nein;Bliedersdorf;Horneburg;537794.5038269443;5925984.126997133
DEBKGGND00001IY2;30.10.2020;AX_Gemeinde;Bielefeld;5711000;57110000000;57110000000;;;334195;;;Nein;Nein;Bielefeld;Bielefeld;467894.5992984329;5763430.2882543085
DEBKGGND00001IY3;30.10.2020;AX_Gemeinde;Inzlingen;8336043;83365003043;83365003043;;;2516;;;Nein;Nein;Inzlingen;Lîrrach;401546.104045128;5271321.485072035
DEBKGGND00001IY4;30.10.2020;AX_Gemeinde;Wolfsheim;7339202;73395008202;73395008202;;;777;;;Nein;Nein;Wolfsheim;Sprendlingen-Gensingen;431104.72603235923;5524967.5533108795
DEBKGGND00001IY5;30.10.2020;AX_Gemeinde;Geldern;5154012;51540012012;51540012012;;;33730;;;Nein;Nein;Geldern;Geldern;314308.07032859244;5710775.2256115675
DEBKGGND00001IY6;30.10.2020;AX_Gemeinde;Garstedt;3353012;33535405012;33535405012;;;1437;;;Nein;Nein;Garstedt;Salzhausen;577363.6171992107;5904704.962167799
DEBKGGND00001IY8;30.10.2020;AX_Gemeinde;Schînthal;9372157;93720157157;93720157157;;;1934;;;Nein;Nein;Schînthal;Schînthal;761856.423121292;5473294.9101694375
DEBKGGND00001IYA;30.10.2020;AX_Gemeinde;Hemmingen;3241007;32410007007;32410007007;;;18974;;;Nein;Nein;Hemmingen;Hemmingen;550964.9797455504;5796970.453021392
DEBKGGND00001IYB;18.02.2020;AX_Gemeinde;Schîmerich;7235123;72355008123;72355008123;;;122;;;Nein;Nein;Schîmerich;Saarburg-Kell;333752.5605197955;5500616.170253197
DEBKGGND00001IYC;30.10.2020;AX_Gemeinde;Dexheim;7339011;73395007011;73395007011;;;1429;;;Nein;Nein;Dexheim;Rhein-Selz;450876.66653588915;5521751.171742978
DEBKGGND00001IYD;30.10.2020;AX_Gemeinde;Quarnstedt;1061088;10615189088;10615189088;;;458;;;Nein;Nein;Quarnstedt;Kellinghusen;551491.5643967476;5978675.220605135
DEBKGGND00001IYE;30.10.2020;AX_Gemeinde;Niederbergkirchen;9183130;91835152130;91835152130;;;1229;;;Nein;Nein;Niederbergkirchen;Rohrbach;759941.9297361284;5356989.184807131
DEBKGGND00001IYF;30.10.2020;AX_Gemeinde;Gro·vargula;16064019;160645051019;160645051019;;;701;;;Nein;Nein;Gro·vargula;Herbsleben;624903.7965916406;5664465.973989554
DEBKGGND00001IYG;30.10.2020;AX_Gemeinde;Dettelbach;9675117;96750117117;96750117117;;;7295;;;Nein;Nein;Dettelbach;Dettelbach;583498.8886454452;5517230.695910634
DEBKGGND00001IYH;30.10.2020;AX_Gemeinde;KrÅzen;1053073;10535343073;10535343073;;;346;;;Nein;Nein;KrÅzen;LÅtau;601528.3617873103;5918023.973914075
DEBKGGND00001IYI;10.01.2018;AX_Gemeinde;Dornstadt-Linkersbaindt;9779452;97799452452;97799452452;;;0;;;Nein;Nein;Dornstadt-Linkersbaindt;Dornstadt-Linkersbaindt;614734.3989779379;5430610.31856976
DEBKGGND00001IYJ;30.10.2020;AX_Gemeinde;Plîtzkau;15089245;150895052245;150895052245;;;1289;;;Nein;Nein;Plîtzkau;Saale-Wipper;685407.0450332704;5736127.189888493
DEBKGGND00001IYK;30.10.2020;AX_Gemeinde;Nei·emÅnde;12067338;120675705338;120675705338;;;1609;;;Nein;Nein;Nei·emÅnde;Neuzelle;890537.1023757161;5783552.593071406
DEBKGGND00001IYL;30.10.2020;AX_Gemeinde;Sibbesse;3254045;32540045045;32540045045;;;5742;;;Nein;Nein;Sibbesse;Sibbesse;561885.299042147;5767509.757179235
DEBKGGND00001IYM;30.10.2020;AX_Gemeinde;Vachdorf;16066081;160665014081;160665014081;;;747;;;Nein;Nein;Vachdorf;Dolmar-SalzbrÅcke;608756.9428727413;5598236.106498881
DEBKGGND00001IYO;30.10.2020;AX_Gemeinde;Weilerswist;5366040;53660040040;53660040040;;;17633;;;Nein;Nein;Weilerswist;Weilerswist;347620.9089037462;5624910.271567128
DEBKGGND00001IYP;30.10.2020;AX_Gemeinde;Rieschweiler-MÅhlbach;7340222;73405009222;73405009222;;;2055;;;Nein;Nein;Rieschweiler-MÅhlbach;Thaleischweiler-Wallhalben;391153.94365532603;5455999.336045183
DEBKGGND00001IYQ;30.10.2020;AX_Gemeinde;Bergen;7134006;71345003006;71345003006;;;446;;;Nein;Nein;Bergen;Herrstein;386110.9666179844;5515472.454092116
DEBKGGND00001IYR;30.10.2020;AX_Gemeinde;Odenbach;7336074;73365008074;73365008074;;;822;;;Nein;Nein;Odenbach;Lauterecken-Wolfstein;402676.9700393461;5504496.680770736
DEBKGGND00001IYT;30.10.2020;AX_Gemeinde;Waischenfeld;9472197;94720197197;94720197197;;;3066;;;Nein;Nein;Waischenfeld;Waischenfeld;668583.8334096614;5524051.234748666
DEBKGGND00001IYU;30.10.2020;AX_Gemeinde;MÅnster (Hessen);6432015;64320015015;64320015015;;;14689;;;Nein;Nein;MÅnster (Hessen);MÅnster (Hessen);489903.9958060154;5530377.55731614
DEBKGGND00001IYV;30.10.2020;AX_Gemeinde;Schwarzenbruck;9574157;95740157157;95740157157;;;8451;;;Nein;Nein;Schwarzenbruck;Schwarzenbruck;662716.0591676901;5469384.569077503
DEBKGGND00001IYW;30.10.2020;AX_Gemeinde;Sohrschied;7140146;71405004146;71405004146;;;121;;;Nein;Nein;Sohrschied;Kirchberg (HunsrÅck);382084.9568195055;5529199.199648592
DEBKGGND00001IYX;30.10.2020;AX_Gemeinde;Wirdum;3452026;34525401026;34525401026;;;999;;;Nein;Nein;Wirdum;Brookmerland;380994.1852601499;5927064.9315147
DEBKGGND00001IYY;30.10.2020;AX_Gemeinde;Wapelfeld;1058167;10585895167;10585895167;;;324;;;Nein;Nein;Wapelfeld;Mittelholstein;539547.0685205186;5992914.962261655
DEBKGGND00001IZ0;30.10.2020;AX_Gemeinde;Weigendorf;9371157;93715303157;93715303157;;;1230;;;Nein;Nein;Weigendorf;Neukirchen b. Sulzbach-Rosenberg;686095.6681630027;5486122.088320613
DEBKGGND00001IZ2;30.10.2020;AX_Gemeinde;Wahlrod;7143301;71435002301;71435002301;;;867;;;Nein;Nein;Wahlrod;Hachenburg;409204.2455925542;5611785.814942833
DEBKGGND00001IZ3;30.10.2020;AX_Gemeinde;Goslar;3153017;31530017017;31530017017;;;50554;;;Nein;Nein;Goslar;Goslar;598324.9009703996;5751605.133572231
DEBKGGND00001IZ4;30.10.2020;AX_Gemeinde;Niedersayn;7143275;71435010275;71435010275;;;161;;;Nein;Nein;Niedersayn;Wirges;417172.6566067955;5598093.446898675
DEBKGGND00001IZ6;30.10.2020;AX_Gemeinde;Leezen;13076082;130765668082;130765668082;;;2230;;;Nein;Nein;Leezen;Crivitz;665164.4874638612;5948813.0764169395
DEBKGGND00001IZ7;30.10.2020;AX_Gemeinde;Rivenich;7231111;72315008111;72315008111;;;720;;;Nein;Nein;Rivenich;Wittlich-Land;345255.2986932369;5527092.764077008
DEBKGGND00001IZ8;30.10.2020;AX_Gemeinde;Hamm am Rhein;7331038;73315002038;73315002038;;;2028;;;Nein;Nein;Hamm am Rhein;Eich;459174.9796341984;5509142.589851615
DEBKGGND00001IZ9;30.10.2020;AX_Gemeinde;Schiffweiler;10043116;100430116116;100430116116;;;15516;;;Nein;Nein;Schiffweiler;Schiffweiler;364182.22653277393;5470388.8265572935
DEBKGGND00001IZA;30.10.2020;AX_Gemeinde;Kleinmachnow;12069304;120690304304;120690304304;;;20376;;;Nein;Nein;Kleinmachnow;Kleinmachnow;787545.4220652627;5815057.947807558
DEBKGGND00001IZC;30.10.2020;AX_Gemeinde;Hohenfelde;1061041;10615134041;10615134041;;;877;;;Nein;Nein;Hohenfelde;Horst-Herzhorn;541061.8358952337;5966411.912757163
DEBKGGND00001IZD;30.10.2020;AX_Gemeinde;Staig;8425138;84255006138;84255006138;;;3184;;;Nein;Nein;Staig;Kirchberg-Weihungstal;573497.439540135;5350017.528906051
DEBKGGND00001IZF;30.10.2020;AX_Gemeinde;Weisel;7141136;71415009136;71415009136;;;1039;;;Nein;Nein;Weisel;Loreley;414250.23992768687;5552491.801841467
DEBKGGND00001IZG;30.10.2020;AX_Gemeinde;Steinau an der Stra·e;6435028;64350028028;64350028028;;;10190;;;Nein;Nein;Steinau an der Stra·e;Steinau an der Stra·e;532892.4455180799;5573536.2417225195
DEBKGGND00001IZH;30.10.2020;AX_Gemeinde;Gro· Grînau;1053041;10535358041;10535358041;;;3765;;;Nein;Nein;Gro· Grînau;Lauenburgische Seen;615282.9779602772;5962845.552832949
DEBKGGND00001IZJ;30.10.2020;AX_Gemeinde;Trostberg;9189157;91890157157;91890157157;;;11295;;;Nein;Nein;Trostberg;Trostberg;765182.6707874341;5325456.470903641
DEBKGGND00001IZK;30.10.2020;AX_Gemeinde;Hahnweiler;7134033;71345001033;71345001033;;;170;;;Nein;Nein;Hahnweiler;Baumholder;371382.43228356505;5492519.023613821
DEBKGGND00001IZL;30.10.2020;AX_Gemeinde;Oelde;5570028;55700028028;55700028028;;;29238;;;Nein;Nein;Oelde;Oelde;441152.92591571884;5742193.64160855
DEBKGGND00001IZN;30.10.2020;AX_Gemeinde;Hohen Sprenz;13072046;130725257046;130725257046;;;537;;;Nein;Nein;Hohen Sprenz;Laage;709868.7459392913;5978536.21941982
DEBKGGND00001IZP;05.05.2020;AX_Gemeinde;Katzenelnbogen;7141068;71415011068;71415011068;;;2230;;;Nein;Nein;Katzenelnbogen;Aar-Einrich;427049.2536752235;5568888.775796472
DEBKGGND00001IZQ;30.10.2020;AX_Gemeinde;Temmels;7235133;72355003133;72355003133;;;800;;;Nein;Nein;Temmels;Konz;317042.50969066075;5507277.530493839
DEBKGGND00001IZR;30.10.2020;AX_Gemeinde;Welzow;12071408;120710408408;120710408408;;;3384;;;Nein;Nein;Welzow;Welzow;858100.8004517984;5727551.417320684
DEBKGGND00001IZS;30.10.2020;AX_Gemeinde;Inning a. Ammersee;9188126;91880126126;91880126126;;;4830;;;Nein;Nein;Inning a. Ammersee;Inning a. Ammersee;660280.535996164;5327018.7716191225
DEBKGGND00001IZT;30.10.2020;AX_Gemeinde;Obersinn;9677169;96775622169;96775622169;;;931;;;Nein;Nein;Obersinn;Burgsinn;543898.2966323982;5562066.1370405005
DEBKGGND00001IZU;30.10.2020;AX_Gemeinde;Gachenbach;9185131;91855155131;91855155131;;;2537;;;Nein;Nein;Gachenbach;Schrobenhausen;665408.0227963303;5374127.717453227
DEBKGGND00001IZV;30.10.2020;AX_Gemeinde;Remlingen-Semmenstedt;3158040;31585407040;31585407040;;;2395;;;Nein;Nein;Remlingen-Semmenstedt;Elm-Asse;614608.113851426;5774889.642504536
DEBKGGND00001IZZ;30.10.2020;AX_Gemeinde;Kîlln-Reisiek;1056031;10565616031;10565616031;;;3416;;;Nein;Nein;Kîlln-Reisiek;Elmshorn-Land;545995.4921837291;5956764.836329793
DEBKGGND00001J00;30.10.2020;AX_Gemeinde;Bîrfink;7134011;71345002011;71345002011;;;167;;;Nein;Nein;Bîrfink;Birkenfeld;361594.7134928576;5505773.286830019
DEBKGGND00001J01;30.10.2020;AX_Gemeinde;Herdwangen-Schînach;8437124;84375004124;84375004124;;;3492;;;Nein;Nein;Herdwangen-Schînach;Pfullendorf;512583.36399988073;5301051.448672749
DEBKGGND00001J02;30.10.2020;AX_Gemeinde;Krummenau;7134049;71345004049;71345004049;;;165;;;Nein;Nein;Krummenau;Rhaunen;375908.3806398073;5527807.1845363965
DEBKGGND00001J03;05.05.2020;AX_Gemeinde;Niedertiefenbach;7141096;71415011096;71415011096;;;188;;;Nein;Nein;Niedertiefenbach;Aar-Einrich;421303.87503198185;5567573.140062487
DEBKGGND00001J04;30.10.2020;AX_Gemeinde;Altertheim;9679165;96795651165;96795651165;;;1988;;;Nein;Nein;Altertheim;Kist;555033.54004255;5508621.662262583
DEBKGGND00001J05;30.10.2020;AX_Gemeinde;Sellerich;7232308;72325006308;72325006308;;;288;;;Nein;Nein;Sellerich;PrÅm;312106.29492435756;5567289.5709981015
DEBKGGND00001J06;30.10.2020;AX_Gemeinde;CoppenbrÅgge;3252004;32520004004;32520004004;;;7040;;;Nein;Nein;CoppenbrÅgge;CoppenbrÅgge;537666.5680712392;5774262.429584375
DEBKGGND00001J08;30.10.2020;AX_Gemeinde;Hîtensleben;15083320;150835053320;150835053320;;;3534;;;Nein;Nein;Hîtensleben;Obere Aller;638365.5994631674;5776158.770328392
DEBKGGND00001J0A;30.10.2020;AX_Gemeinde;Breitenau;7143006;71435005006;71435005006;;;704;;;Nein;Nein;Breitenau;Ransbach-Baumbach;407056.30551175785;5594756.934387319
DEBKGGND00001J0B;30.10.2020;AX_Gemeinde;Wîllstein;7331072;73315005072;73315005072;;;4559;;;Nein;Nein;Wîllstein;Wîllstein;425091.737961298;5518415.781326388
DEBKGGND00001J0C;30.10.2020;AX_Gemeinde;Born a. Dar·;13073012;130735354012;130735354012;;;1139;;;Nein;Nein;Born a. Dar·;Dar·/Fischland;729593.8452417611;6032761.704206864
DEBKGGND00001J0D;30.10.2020;AX_Gemeinde;Bresegard bei Picher;13076019;130765658019;130765658019;;;288;;;Nein;Nein;Bresegard bei Picher;Hagenow-Land;652974.1153313806;5913888.680447999
DEBKGGND00001J0F;30.10.2020;AX_Gemeinde;Stahnsdorf;12069604;120690604604;120690604604;;;15371;;;Nein;Nein;Stahnsdorf;Stahnsdorf;786850.3392278752;5812972.213526908
DEBKGGND00001J0G;30.10.2020;AX_Gemeinde;Lampertswalde;14627110;146275238110;146275238110;;;2547;;;Nein;Nein;Lampertswalde;Schînfeld;825644.7775784533;5695283.040876955
DEBKGGND00001J0H;30.10.2020;AX_Gemeinde;Mindelheim;9778173;97780173173;97780173173;;;15137;;;Nein;Nein;Mindelheim;Mindelheim;611129.2778409945;5322630.675178253
DEBKGGND00001J0J;30.10.2020;AX_Gemeinde;Neitersen;7132074;71325001074;71325001074;;;860;;;Nein;Nein;Neitersen;Altenkirchen (Westerwald);399940.77444921236;5613824.411486446
DEBKGGND00001J0K;30.10.2020;AX_Gemeinde;Schînebeck (Elbe);15089305;150890305305;150890305305;;;30532;;;Nein;Nein;Schînebeck (Elbe);Schînebeck (Elbe);687866.2407603171;5766856.644780672
DEBKGGND00001J0L;30.10.2020;AX_Gemeinde;Binzen;8336008;83365008008;83365008008;;;3024;;;Nein;Nein;Binzen;Vorderes Kandertal;396912.1551348769;5276259.5555480085
DEBKGGND00001J0M;18.02.2020;AX_Gemeinde;Blowatz;13074007;130745456007;130745456007;;;1123;;;Nein;Nein;Blowatz;Neuburg;666312.6914328192;5985861.520159278
DEBKGGND00001J0N;30.10.2020;AX_Gemeinde;Traisen;7133105;71335006105;71335006105;;;564;;;Nein;Nein;Traisen;RÅdesheim;415000.64696447307;5519434.395375022
DEBKGGND00001J0O;30.10.2020;AX_Gemeinde;Sulzbach/Saar;10041518;100410518518;100410518518;;;16334;;;Nein;Nein;Sulzbach/Saar;Sulzbach/Saar;358962.89650444675;5462499.946385707
DEBKGGND00001J0Q;30.10.2020;AX_Gemeinde;Hollfeld;9472154;94725412154;94725412154;;;5050;;;Nein;Nein;Hollfeld;Hollfeld;664378.3566929937;5534147.314311829
DEBKGGND00001J0R;30.10.2020;AX_Gemeinde;OldenhÅtten;1058120;10585864120;10585864120;;;156;;;Nein;Nein;OldenhÅtten;Nortorfer Land;548351.77698222;6001365.00674447
DEBKGGND00001J0S;30.10.2020;AX_Gemeinde;Lug;7340030;73405002030;73405002030;;;579;;;Nein;Nein;Lug;Hauenstein;419622.73709439894;5448273.911873163
DEBKGGND00001J0V;30.10.2020;AX_Gemeinde;Saulheim;7331058;73315006058;73315006058;;;8062;;;Nein;Nein;Saulheim;Wîrrstadt;438857.6025324254;5525232.638866445
DEBKGGND00001J0X;30.10.2020;AX_Gemeinde;Rattenkirchen;9183138;91835145138;91835145138;;;979;;;Nein;Nein;Rattenkirchen;Heldenstein;745939.1504411472;5348365.595860288
DEBKGGND00001J0Y;30.10.2020;AX_Gemeinde;Kastl;9171121;91715106121;91715106121;;;2798;;;Nein;Nein;Kastl;Unterneukirchen;774656.2811315318;5344462.153265139
DEBKGGND00001J0Z;30.10.2020;AX_Gemeinde;Fresenburg;3454013;34545404013;34545404013;;;904;;;Nein;Nein;Fresenburg;Lathen;385669.38008236303;5860775.707030052
DEBKGGND00001J10;30.10.2020;AX_Gemeinde;Welgesheim;7339065;73395008065;73395008065;;;577;;;Nein;Nein;Welgesheim;Sprendlingen-Gensingen;425395.024848486;5525930.581757024
DEBKGGND00001J11;30.10.2020;AX_Gemeinde;Eichstetten am Kaiserstuhl;8315030;83155009030;83155009030;;;3632;;;Nein;Nein;Eichstetten am Kaiserstuhl;Kaiserstuhl-Tuniberg;406571.5037416677;5327541.586821952
DEBKGGND00001J12;30.10.2020;AX_Gemeinde;Hohwacht (Ostsee);1057030;10575727030;10575727030;;;839;;;Nein;Nein;Hohwacht (Ostsee);LÅtjenburg;608860.4206829175;6020520.263753483
DEBKGGND00001J14;30.10.2020;AX_Gemeinde;Aichstetten;8436003;84365004003;84365004003;;;2817;;;Nein;Nein;Aichstetten;Leutkirch im AllgÑu;580779.3246447339;5304963.933121298
DEBKGGND00001J15;30.10.2020;AX_Gemeinde;Fahrenwalde;13075032;130755560032;130755560032;;;285;;;Nein;Nein;Fahrenwalde;Uecker-Randow-Tal;836415.0036925676;5933109.021201033
DEBKGGND00001J16;30.10.2020;AX_Gemeinde;Veelbîken;13074081;130745452081;130745452081;;;639;;;Nein;Nein;Veelbîken;Gadebusch;643938.9968286031;5957719.602247298
DEBKGGND00001J17;30.10.2020;AX_Gemeinde;Mîdingen;9773147;97735715147;97735715147;;;1354;;;Nein;Nein;Mîdingen;Wittislingen;605402.2052507412;5388925.023074329
DEBKGGND00001J19;30.10.2020;AX_Gemeinde;Billerbeck;5558008;55580008008;55580008008;;;11597;;;Nein;Nein;Billerbeck;Billerbeck;382621.51602581964;5759917.594900886
DEBKGGND00001J1A;30.10.2020;AX_Gemeinde;JÅnkerath;7233035;72335006035;72335006035;;;1767;;;Nein;Nein;JÅnkerath;Gerolstein;328049.7460941861;5579506.635978673
DEBKGGND00001J1B;30.10.2020;AX_Gemeinde;Hallungen;16063037;160635006037;160635006037;;;197;;;Nein;Nein;Hallungen;Hainich-Werratal;593052.2359469266;5665782.451437698
DEBKGGND00001J1C;30.10.2020;AX_Gemeinde;Krummhîrn;3452014;34520014014;34520014014;;;11977;;;Nein;Nein;Krummhîrn;Krummhîrn;373637.75291847973;5922246.945480685
DEBKGGND00001J1D;30.10.2020;AX_Gemeinde;Beedenbostel;3351003;33515403003;33515403003;;;1015;;;Nein;Nein;Beedenbostel;Lachendorf;585059.3249874341;5833446.6276084585
DEBKGGND00001J1G;30.10.2020;AX_Gemeinde;Sassen;7233236;72335004236;72335004236;;;93;;;Nein;Nein;Sassen;Kelberg;355045.0144978295;5570178.552278606
DEBKGGND00001J1H;30.10.2020;AX_Gemeinde;Stockhausen-Illfurth;7143297;71435001297;71435001297;;;444;;;Nein;Nein;Stockhausen-Illfurth;Bad Marienberg (Westerwald);428460.0917937204;5610981.022880654
DEBKGGND00001J1J;30.10.2020;AX_Gemeinde;Heroldsberg;9572131;95720131131;95720131131;;;8427;;;Nein;Nein;Heroldsberg;Heroldsberg;656048.4229196846;5489266.409723572
DEBKGGND00001J1K;30.10.2020;AX_Gemeinde;Ferschweiler;7232037;72325005037;72325005037;;;967;;;Nein;Nein;Ferschweiler;SÅdeifel;313484.9657674464;5526652.777638196
DEBKGGND00001J1L;30.10.2020;AX_Gemeinde;LÅneburg;3355022;33550022022;33550022022;;;75711;;;Nein;Nein;LÅneburg;LÅneburg;593996.768133304;5900913.772224581
DEBKGGND00001J1N;30.10.2020;AX_Gemeinde;Eslarn;9374118;93740118118;93740118118;;;2686;;;Nein;Nein;Eslarn;Eslarn;754458.2375554222;5498173.34295045
DEBKGGND00001J1O;30.10.2020;AX_Gemeinde;Setzingen;8425112;84255008112;84255008112;;;702;;;Nein;Nein;Setzingen;Langenau;583168.8224945222;5376717.689562534
DEBKGGND00001J1P;30.10.2020;AX_Gemeinde;Bad Lobenstein;16075062;160750062062;160750062062;;;5825;;;Nein;Nein;Bad Lobenstein;Bad Lobenstein;687433.8884738337;5591774.847978447
DEBKGGND00001J1Q;30.10.2020;AX_Gemeinde;Melsbach;7138043;71385009043;71385009043;;;2035;;;Nein;Nein;Melsbach;Rengsdorf-Waldbreitbach;392143.1797365772;5593979.462155056
DEBKGGND00001J1S;30.10.2020;AX_Gemeinde;Schwabbruck;9190149;91905174149;91905174149;;;964;;;Nein;Nein;Schwabbruck;Altenstadt;637425.4519045189;5298639.935370211
DEBKGGND00001J1T;30.10.2020;AX_Gemeinde;Bubsheim;8327007;83275002007;83275002007;;;1369;;;Nein;Nein;Bubsheim;Heuberg;487321.3358516902;5329718.811420314
DEBKGGND00001J1U;30.10.2020;AX_Gemeinde;Wedel;1056050;10560050050;10560050050;;;33708;;;Nein;Nein;Wedel;Wedel;546706.6531482468;5936730.78293402
DEBKGGND00001J1V;30.10.2020;AX_Gemeinde;DÅsseldorf;5111000;51110000000;51110000000;;;621877;;;Nein;Nein;DÅsseldorf;DÅsseldorf;344988.5759802106;5677101.127308338
DEBKGGND00001J1W;30.10.2020;AX_Gemeinde;Raben Steinfeld;13076117;130765668117;130765668117;;;1047;;;Nein;Nein;Raben Steinfeld;Crivitz;665695.830538762;5941885.2559535615
DEBKGGND00001J1X;30.10.2020;AX_Gemeinde;Bad Mergentheim;8128007;81285001007;81285001007;;;23883;;;Nein;Nein;Bad Mergentheim;Bad Mergentheim;555987.2477814875;5482324.437628965
DEBKGGND00001J20;30.10.2020;AX_Gemeinde;Bullay;7135019;71355005019;71355005019;;;1571;;;Nein;Nein;Bullay;Zell (Mosel);366251.23766820965;5546643.363317896
DEBKGGND00001J22;30.10.2020;AX_Gemeinde;Ammersbek;1062090;10620090090;10620090090;;;9848;;;Nein;Nein;Ammersbek;Ammersbek;577110.1721382844;5949795.688522595
DEBKGGND00001J23;30.10.2020;AX_Gemeinde;Pommersfelden;9471172;94710172172;94710172172;;;3058;;;Nein;Nein;Pommersfelden;Pommersfelden;630992.2093135434;5514318.389607379
DEBKGGND00001J24;30.10.2020;AX_Gemeinde;Haselbach;16077015;160775004015;160775004015;;;800;;;Nein;Nein;Haselbach;Plei·enaue;740777.9672689915;5663116.475595813
DEBKGGND00001J25;18.02.2020;AX_Gemeinde;Zerzabelshofer Forst;9574465;95749465465;95749465465;;;0;;;Nein;Nein;Zerzabelshofer Forst;Zerzabelshofer Forst;657278.9107140637;5479813.884141511
DEBKGGND00001J26;30.10.2020;AX_Gemeinde;Heilenbach;7232048;72325008048;72325008048;;;108;;;Nein;Nein;Heilenbach;Bitburger Land;318593.05401702784;5548853.202566563
DEBKGGND00001J27;30.10.2020;AX_Gemeinde;Erkner;12067124;120670124124;120670124124;;;11856;;;Nein;Nein;Erkner;Erkner;823225.5403242022;5818358.361069459
DEBKGGND00001J2A;30.10.2020;AX_Gemeinde;Stetten am kalten Markt;8437107;84375007107;84375007107;;;4748;;;Nein;Nein;Stetten am kalten Markt;Stetten am kalten Markt;505771.52658135636;5329862.959485896
DEBKGGND00001J2C;30.10.2020;AX_Gemeinde;Heistenbach;7141053;71415003053;71415003053;;;1029;;;Nein;Nein;Heistenbach;Diez;427862.12714810006;5581277.384028858
DEBKGGND00001J2D;30.10.2020;AX_Gemeinde;Dernbach;7337017;73375001017;73375001017;;;438;;;Nein;Nein;Dernbach;Annweiler am Trifels;427652.19419146795;5455418.7747064065
DEBKGGND00001J2E;30.10.2020;AX_Gemeinde;Stolpe;13076129;130765662129;130765662129;;;339;;;Nein;Nein;Stolpe;Parchimer Umland;682021.7685564402;5915614.544934588
DEBKGGND00001J2F;30.10.2020;AX_Gemeinde;Stemmen;3357046;33575402046;33575402046;;;826;;;Nein;Nein;Stemmen;Fintel;537018.7493787183;5897320.505299165
DEBKGGND00001J2G;30.10.2020;AX_Gemeinde;Gîsenroth;7134030;71345004030;71345004030;;;237;;;Nein;Nein;Gîsenroth;Rhaunen;379778.0952625555;5527721.42528298
DEBKGGND00001J2H;30.10.2020;AX_Gemeinde;Saalstadt;7340041;73405009041;73405009041;;;319;;;Nein;Nein;Saalstadt;Thaleischweiler-Wallhalben;394463.82556724176;5464466.741866258
DEBKGGND00001J2I;30.10.2020;AX_Gemeinde;Speichersdorf;9472190;94720190190;94720190190;;;5823;;;Nein;Nein;Speichersdorf;Speichersdorf;700025.9451889712;5528615.87355284
DEBKGGND00001J2J;30.10.2020;AX_Gemeinde;Klein Rheide;1059051;10595996051;10595996051;;;327;;;Nein;Nein;Klein Rheide;Kropp-Stapelholm;530889.1915736644;6033640.940462478
DEBKGGND00001J2L;30.10.2020;AX_Gemeinde;Altenstadt a.d. Waldnaab;9374111;93740111111;93740111111;;;4795;;;Nein;Nein;Altenstadt a.d. Waldnaab;Altenstadt a.d. Waldnaab;727735.8059210426;5512658.742367148
DEBKGGND00001J2N;30.10.2020;AX_Gemeinde;Oberviechtach;9376151;93760151151;93760151151;;;5051;;;Nein;Nein;Oberviechtach;Oberviechtach;747720.1125357322;5484315.579008618
DEBKGGND00001J2O;30.10.2020;AX_Gemeinde;Lahnau;6532015;65320015015;65320015015;;;8244;;;Nein;Nein;Lahnau;Lahnau;469204.066167307;5602785.180485586
DEBKGGND00001J2R;30.10.2020;AX_Gemeinde;Crimmitschau;14524030;145245104030;145245104030;;;18350;;;Nein;Nein;Crimmitschau;Crimmitschau-Dennheritz;738588.0045142687;5634437.5723107215
DEBKGGND00001J2S;30.10.2020;AX_Gemeinde;Mîtzingen;8115034;81155005034;81155005034;;;3693;;;Nein;Nein;Mîtzingen;Oberes GÑu;483295.0005243855;5375822.099702166
DEBKGGND00001J2T;30.10.2020;AX_Gemeinde;Grafling;9271122;92710122122;92710122122;;;2771;;;Nein;Nein;Grafling;Grafling;791277.8881833691;5423350.172612235
DEBKGGND00001J2U;18.02.2020;AX_Gemeinde;Schwerbach;7134079;71345004079;71345004079;;;48;;;Nein;Nein;Schwerbach;Rhaunen;381905.84942207544;5528357.904979598
DEBKGGND00001J2X;30.10.2020;AX_Gemeinde;Zettemin;13071169;130715162169;130715162169;;;274;;;Nein;Nein;Zettemin;Stavenhagen;752974.8409468733;5951328.726044606
